"VVVV" "KK" "lkm" "syntymakuukausi" "n" "pct" "proportion"
"1" 1983 1 5427 "1-3" 66892 0.0811307779704599 0.249476768522394
"2" 1983 2 5126 "1-3" 66892 0.0766309872630509 0.249476768522394
"3" 1983 3 6135 "1-3" 66892 0.0917150032888836 0.249476768522394
"4" 1983 4 5945 "4-6" 66892 0.0888746038390241 0.262707050170424
"5" 1983 5 5915 "4-6" 66892 0.0884261197153621 0.262707050170424
"6" 1983 6 5713 "4-6" 66892 0.0854063266160378 0.262707050170424
"7" 1983 7 5729 "7-9" 66892 0.0856455181486575 0.253572923518507
"8" 1983 8 5634 "7-9" 66892 0.0842253184237278 0.253572923518507
"9" 1983 9 5599 "7-9" 66892 0.0837020869461221 0.253572923518507
"10" 1983 10 5327 "10-12" 66892 0.0796358308915864 0.234243257788674
"11" 1983 11 5150 "10-12" 66892 0.0769897745619805 0.234243257788674
"12" 1983 12 5192 "10-12" 66892 0.0776176523351073 0.234243257788674
"13" 1984 1 5274 "1-3" 65076 0.0810437027475567 0.255347593582888
"14" 1984 2 5401 "1-3" 65076 0.0829952670723462 0.255347593582888
"15" 1984 3 5942 "1-3" 65076 0.0913086237629848 0.255347593582888
"16" 1984 4 5622 "4-6" 65076 0.0863912963304444 0.25677669186797
"17" 1984 5 5665 "4-6" 65076 0.087052062204192 0.25677669186797
"18" 1984 6 5423 "4-6" 65076 0.0833333333333333 0.25677669186797
"19" 1984 7 5533 "7-9" 65076 0.0850236646382691 0.252166697399963
"20" 1984 8 5559 "7-9" 65076 0.085423197492163 0.252166697399963
"21" 1984 9 5318 "7-9" 65076 0.081719835269531 0.252166697399963
"22" 1984 10 5404 "10-12" 65076 0.0830413670170262 0.235709017149179
"23" 1984 11 5051 "10-12" 65076 0.0776169401930051 0.235709017149179
"24" 1984 12 4884 "10-12" 65076 0.0750507099391481 0.235709017149179
"25" 1985 1 5359 "1-3" 62796 0.0853398305624562 0.253009745843684
"26" 1985 2 4723 "1-3" 62796 0.0752117969297408 0.253009745843684
"27" 1985 3 5806 "1-3" 62796 0.0924581183514874 0.253009745843684
"28" 1985 4 5679 "4-6" 62796 0.090435696541181 0.261831963819352
"29" 1985 5 5504 "4-6" 62796 0.0876488948340659 0.261831963819352
"30" 1985 6 5259 "4-6" 62796 0.0837473724441047 0.261831963819352
"31" 1985 7 5362 "7-9" 62796 0.0853876043060068 0.252452385502261
"32" 1985 8 5236 "7-9" 62796 0.0833811070768839 0.252452385502261
"33" 1985 9 5255 "7-9" 62796 0.0836836741193707 0.252452385502261
"34" 1985 10 4928 "10-12" 62796 0.0784763360723613 0.232705904834703
"35" 1985 11 4603 "10-12" 62796 0.073300847187719 0.232705904834703
"36" 1985 12 5082 "10-12" 62796 0.0809287215746226 0.232705904834703
"37" 1986 1 5054 "1-3" 60632 0.0833553239213617 0.252309011742974
"38" 1986 2 4704 "1-3" 60632 0.0775827945639266 0.252309011742974
"39" 1986 3 5540 "1-3" 60632 0.0913708932576857 0.252309011742974
"40" 1986 4 5435 "4-6" 60632 0.0896391344504552 0.260868848132999
